Text,Created_at,Tweet_id,RT_count,Fav_count,Hashtags,Language,Reply_to_status_id,Reply_to_user_id,Reply_to_user,Quoted_status,Username,Bio_description,User_followers_count,User_friends_count,User_statuses_count,Account_verified,Account_created_at,User_location,URL,URL_reply,Account_creation_year,Suspicious_account
"@LeonardoJaquez Hipólito mejía en el 2000-2004 hundió el país y en el 2012 rondaba casi el  50%. Tu no sabes de política, deja eso. Eres un novato igual que @luisabinader  #SeVan por bruto e incapáz. https: https://t.co/RbLGyb44QF",2022-04-17 13:44:50,1515687735675260937,0,0,"[{'text': 'SeVan', 'indices': [172, 178]}]",es,1.5154196267541668e+18,320408457.0,LeonardoJaquez,False,BetancesPolanco,"Marketing administration de profesión, leal, #solidario, humano y respetuoso de los demás. Me apasiona la #política y el béisbol, mi mayor #tesoro: My Family👪.",1057,1131,6336,False,2020-12-04 12:46:31,"Santo Domingo Norte, Dominican",https://twitter.com/BetancesPolanco/status/1515687735675260937,https://twitter.com/user/status/1515419626754166790,2020,False
"@Sandra_Acta @SandraActa Á está obra le llamo.
La doble moral.
#Sevan.",2022-04-17 13:37:32,1515685896187744259,0,0,"[{'text': 'Sevan', 'indices': [63, 69]}]",es,1.5155135221045453e+18,1132024093.0,Sandra_Acta,False,DEPORT77,"Maestro de educación física, deportista de corazón, raza negra, blanca y Taina, quisqueyano, creo en la superación personal.",97,120,715,False,2020-05-24 20:13:12,,https://twitter.com/DEPORT77/status/1515685896187744259,https://twitter.com/user/status/1515513522104545284,2020,False
@isy67263799 @Victori24875306 @Lewisespinosa1 @MorelBrendaly @NuevaOlaMorada @Patriota_RD @GabySanchezRD @RicardoMilagros @Bigotes41582488 @deyvy_santana BOT Alert....  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/s5atbZXFzp,2022-04-17 13:24:01,1515682495508983818,0,0,"[{'text': 'SeVan', 'indices': [181, 187]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [188, 209]}]",en,1.515681311050117e+18,1.1910888186167747e+18,isy67263799,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515682495508983818,https://twitter.com/user/status/1515681311050117121,2012,False
@LeonardoJaquez Mira to la m que Haz hablado callada con 2 simples capturas. Admite que no saben gobernar y listo en el 24 #SeVan #NoSabenGobernar https://t.co/KqfJqL0IrU,2022-04-17 13:19:53,1515681453207662594,0,0,"[{'text': 'SeVan', 'indices': [123, 129]}, {'text': 'NoSabenGobernar', 'indices': [130, 146]}]",es,1.5153411374599537e+18,320408457.0,LeonardoJaquez,False,ArialdisL,"Nací en Sto Dgo, RD, padre de 3, amante al 7mo arte, a la tecnología y a mi bici, crítico de por sí de todo y de todos... Demos una vuelta 🚴 💨 A por la 2da 🐦",45,149,4527,False,2019-02-18 11:41:10,,https://twitter.com/ArialdisL/status/1515681453207662594,https://twitter.com/user/status/1515341137459953672,2019,False
"Si es rico: infección cutánea
Si es pobre: raquiña haitiana

No cerrarán la frontera. #NoSabenGobernar #ElCambioFueUnaTrampa #SeVan #PandoraPapers #AbinaderesPandora https://t.co/azfhNbE376",2022-04-17 13:18:55,1515681209757712392,0,1,"[{'text': 'NoSabenGobernar', 'indices': [86, 102]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [103, 124]}, {'text': 'SeVan', 'indices': [125, 131]}, {'text': 'PandoraPapers', 'indices': [132, 146]}, {'text': 'AbinaderesPandora', 'indices': [147, 165]}]",es,,,,True,baldostrator,"Tuiteo, por lo tanto, existo.
Objetivo, lógico y siempre justo.",1191,159,6969,False,2020-04-22 00:50:07,Capital,https://twitter.com/baldostrator/status/1515681209757712392,https://twitter.com/user/status/None,2020,False
@KeylinAcosta #SeVan,2022-04-17 13:17:40,1515680896610967557,0,9,"[{'text': 'SeVan', 'indices': [14, 20]}]",und,1.5156787296908861e+18,197026805.0,KeylinAcosta,False,EuricSanti,"Temas muy complejos, de manera simple;
Político, del Partido azul, blanco y rojo: 🇩🇴. 
""res, non verba""
Ecléctico.

(Grupos y redes en enlace)",19696,2533,145051,False,2009-09-10 11:43:20,Dominican Republic,https://twitter.com/EuricSanti/status/1515680896610967557,https://twitter.com/user/status/1515678729690886151,2009,False
"Cuando me expliquen éste video entonces hablamos de : Buenas intención, seriedad, anti corrupción y todo lo que a usted le de la gana. #SeVan #ElCambioFueUnaTrampa https://t.co/yPuxHO1W1G",2022-04-17 13:15:54,1515680454095089673,1,6,"[{'text': 'SeVan', 'indices': [135, 141]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [142, 163]}]",es,,,,True,kelvinl75,"Cristiano, Mercadolo de formación, Docente, ciudadano del planeta y amante de la vida.",776,932,988,False,2011-04-20 03:44:25,Dominican Republic,https://twitter.com/kelvinl75/status/1515680454095089673,https://twitter.com/user/status/None,2011,False
@Victori24875306 @isy67263799 @Lewisespinosa1 @MorelBrendaly @NuevaOlaMorada @Patriota_RD @GabySanchezRD @RicardoMilagros @Bigotes41582488 @deyvy_santana BOT Alert....  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/76l6RMG5x3,2022-04-17 13:09:30,1515678841125187590,1,2,"[{'text': 'SeVan', 'indices': [181, 187]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [188, 209]}]",en,1.5156780400634184e+18,1.2533491109225882e+18,Victori24875306,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515678841125187590,https://twitter.com/user/status/1515678040063418377,2012,False
@Francis65714966 @rayssageorge @JoseVPichardoG1 @mikecrossc333 @TAJTUA ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/81YnQW6nYK,2022-04-17 13:08:46,1515678656118599684,1,2,"[{'text': 'SeVan', 'indices': [83, 89]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [90, 111]}]",und,1.515674485483049e+18,1.4231964115213394e+18,Francis65714966,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515678656118599684,https://twitter.com/user/status/1515674485483048963,2012,False
@Francis65714966 @JoseVPichardoG1 @mikecrossc333 @TAJTUA @rayssageorge ..  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/ZfhPhPhHFB,2022-04-17 13:08:19,1515678541975023623,1,1,"[{'text': 'SeVan', 'indices': [87, 93]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [94, 115]}]",und,1.515672122370179e+18,1.4231964115213394e+18,Francis65714966,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515678541975023623,https://twitter.com/user/status/1515672122370179078,2012,False
@isy67263799 @felixcorona1 @Bigotes41582488 @MorelBrendaly @NuevaOlaMorada @Patriota_RD @GabySanchezRD @RicardoMilagros @deyvy_santana BOT Alert....  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/1dsYxWHNvh,2022-04-17 13:07:42,1515678387775410180,0,0,"[{'text': 'SeVan', 'indices': [162, 168]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [169, 190]}]",en,1.515670612072493e+18,1.1910888186167747e+18,isy67263799,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515678387775410180,https://twitter.com/user/status/1515670612072493060,2012,False
"Esto describe a Abinader, perfectamente. #NoSabenGobernar #AbinaderesPandora #PandoraPapers #Corrupcion #SeVan https://t.co/6BeC9Ls5wi",2022-04-17 12:49:46,1515673874133835779,0,0,"[{'text': 'NoSabenGobernar', 'indices': [41, 57]}, {'text': 'AbinaderesPandora', 'indices': [58, 76]}, {'text': 'PandoraPapers', 'indices': [77, 91]}, {'text': 'Corrupcion', 'indices': [92, 103]}, {'text': 'SeVan', 'indices': [104, 110]}]",es,,,,True,baldostrator,"Tuiteo, por lo tanto, existo.
Objetivo, lógico y siempre justo.",1191,159,6969,False,2020-04-22 00:50:07,Capital,https://twitter.com/baldostrator/status/1515673874133835779,https://twitter.com/user/status/None,2020,False
#sevan #estonoloaguantanadie https://t.co/UEK4ZmEBeF https://t.co/pgcyszxwIa,2022-04-17 12:44:19,1515672503343005708,1,1,"[{'text': 'sevan', 'indices': [0, 6]}, {'text': 'estonoloaguantanadie', 'indices': [7, 28]}]",und,,,,True,FranciscoAbDR,"International Business Solutions
Since 2007.
Padre.
Emprendedor.",427,1291,5926,False,2013-11-14 20:11:13,Dominican Republic,https://twitter.com/FranciscoAbDR/status/1515672503343005708,https://twitter.com/user/status/None,2013,False
"El hombre de mis mil picazos y los 2000 palazos es un quiebra empresas, hará lo mismo con el país si nos equivocamos de nuevo. #SeVan  #nosabengobernar https://t.co/Vk7D0qlUns",2022-04-17 12:40:14,1515671478041260032,0,2,"[{'text': 'SeVan', 'indices': [127, 133]}, {'text': 'nosabengobernar', 'indices': [135, 151]}]",es,,,,False,kelvinl75,"Cristiano, Mercadolo de formación, Docente, ciudadano del planeta y amante de la vida.",776,932,988,False,2011-04-20 03:44:25,Dominican Republic,https://twitter.com/kelvinl75/status/1515671478041260032,https://twitter.com/user/status/None,2011,False
@LaCamporaVL @la_campora @lacamporabsas Jajjajaja #SeVan https://t.co/q9CKAwaTha,2022-04-17 12:38:53,1515671135203041281,0,0,"[{'text': 'SeVan', 'indices': [50, 56]}]",es,1.5151171129599386e+18,3154040267.0,LaCamporaVL,False,lauraharkins,"República, basta de Leninistas disfrazados de demócratas.",5127,5574,374492,False,2010-08-20 20:33:15,argentina,https://twitter.com/lauraharkins/status/1515671135203041281,https://twitter.com/user/status/1515117112959938572,2010,False
",, yo puedo perdonar cualquier error por desconocimiento, pero lo que no permito jamás es la traición y el engaño, y el PRM , hás traicionado el pueblo 🇩🇴 #SeVan #conabelsegana @GustavoSanchezq @AngelMDetective @RicoMota11 @gcarrion013 @marizan_rafael @Jgrullon26 https://t.co/Bbzpw10nhB",2022-04-17 12:33:28,1515669773488734213,2,8,"[{'text': 'SeVan', 'indices': [155, 161]}, {'text': 'conabelsegana', 'indices': [162, 176]}]",es,,,,False,TomasConcepcid1,"Tomás concepción de Jesús nació en Nagua, locutor y político",70,147,708,False,2021-06-03 19:58:48,,https://twitter.com/TomasConcepcid1/status/1515669773488734213,https://twitter.com/user/status/None,2021,False
@Julianresaka98 #SeVan,2022-04-17 12:33:13,1515669711119437829,0,1,"[{'text': 'SeVan', 'indices': [16, 22]}]",und,1.515328253040513e+18,9.197518294325371e+17,Julianresaka98,False,jeanbretonb,"Padre de cinco hijos, trabajador de lo mio y amante de lo bueno",670,1861,9943,False,2011-04-06 22:35:59,,https://twitter.com/jeanbretonb/status/1515669711119437829,https://twitter.com/user/status/1515328253040513035,2011,False
@eldestapeweb Que hipócritas son muchaches !!! #VanACorrer #SeVan #ChauPauta 💰💰💰 https://t.co/AsoTQ6LOie,2022-04-17 12:27:07,1515668177484763143,0,1,"[{'text': 'VanACorrer', 'indices': [47, 58]}, {'text': 'SeVan', 'indices': [59, 65]}, {'text': 'ChauPauta', 'indices': [66, 76]}]",es,1.5153573166438031e+18,2792557771.0,eldestapeweb,False,BichoRa78930785,"Anti K .. otra vez me bajaron la cuenta (3ra) Bicho Raro,Bicho Raro Recargado.. acá estoy otra vez 🖕",1885,3312,25722,False,2021-08-29 21:29:49,,https://twitter.com/BichoRa78930785/status/1515668177484763143,https://twitter.com/user/status/1515357316643803145,2021,True
@Victori24875306 @isy67263799 @Lewisespinosa1 @MorelBrendaly @NuevaOlaMorada @Patriota_RD @GabySanchezRD @RicardoMilagros @Bigotes41582488 @deyvy_santana Lambon BOT Alert....  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/LzZNvYZy89,2022-04-17 12:23:55,1515667369628254211,1,1,"[{'text': 'SeVan', 'indices': [188, 194]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [195, 216]}]",ca,1.51566576255966e+18,1.2533491109225882e+18,Victori24875306,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515667369628254211,https://twitter.com/user/status/1515665762559660044,2012,False
A propósito de la cuentas falsas creadas para tratar de frenar la caída de Luis Abinader. #SeVan #nosabengobernar 👇👇👇👇👂👂👀👀https://t.co/i3ldryoOmc,2022-04-17 12:23:08,1515667172474957824,3,1,"[{'text': 'SeVan', 'indices': [90, 96]}, {'text': 'nosabengobernar', 'indices': [97, 113]}]",es,,,,False,Adonaidamedina,"Periodista, docente y diplomática",2981,2680,6004,False,2011-04-13 23:04:22,"Santo Domingo, Dominican Republic",https://twitter.com/Adonaidamedina/status/1515667172474957824,https://twitter.com/user/status/None,2011,False
@JoseVPichardoG1 @mikecrossc333 @Francis65714966 @TAJTUA @rayssageorge BOT Alert....  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/m0S0FPaCLo,2022-04-17 12:18:32,1515666015069392896,1,1,"[{'text': 'SeVan', 'indices': [98, 104]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [105, 126]}]",en,1.5156344488968233e+18,1.4857272513627177e+18,JoseVPichardoG1,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515666015069392896,https://twitter.com/user/status/1515634448896823306,2012,False
BOT Alert....  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/qekbEAqBVx,2022-04-17 12:16:02,1515665386448068613,0,0,"[{'text': 'SeVan', 'indices': [27, 33]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [34, 55]}]",en,,,,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515665386448068613,https://twitter.com/user/status/None,2012,False
@felixsoto04 @CarolinaMejiaG 24 cheque ...  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa,2022-04-17 12:12:07,1515664401734451203,0,0,"[{'text': 'SeVan', 'indices': [56, 62]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [63, 84]}]",es,1.5156581439588147e+18,1.201494260748628e+18,felixsoto04,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515664401734451203,https://twitter.com/user/status/1515658143958814726,2012,False
@Victori24875306 @isy67263799 @Lewisespinosa1 @MorelBrendaly @NuevaOlaMorada @Patriota_RD @GabySanchezRD @RicardoMilagros @Bigotes41582488 @deyvy_santana Lambon BOT Alert....  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa,2022-04-17 12:11:31,1515664250697621511,0,0,"[{'text': 'SeVan', 'indices': [188, 194]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [195, 216]}]",ca,1.515663590639952e+18,1.2533491109225882e+18,Victori24875306,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515664250697621511,https://twitter.com/user/status/1515663590639951878,2012,False
@isy67263799 @Lewisespinosa1 @MorelBrendaly @NuevaOlaMorada @Patriota_RD @GabySanchezRD @RicardoMilagros @Bigotes41582488 @deyvy_santana BOT Alert....  ☻👀☻🅱️🅾️🅱️🅾️ #SeVan #ElCambioFueUnaTrampa https://t.co/mwD5kW1ZH3,2022-04-17 12:10:59,1515664114902872068,0,1,"[{'text': 'SeVan', 'indices': [164, 170]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [171, 192]}]",en,1.5156639939852861e+18,1.1910888186167747e+18,isy67263799,False,SilverioManuelF,Ing. Industrial & Padre,608,1204,11259,False,2012-08-09 18:20:12,Santo Domingo ,https://twitter.com/SilverioManuelF/status/1515664114902872068,https://twitter.com/user/status/1515663993985286144,2012,False
"Los apaga estufas #SeVan.
#ElCambioFueUnaTrampa https://t.co/qAyMN1gmO7",2022-04-17 11:53:02,1515659599399034884,1,9,"[{'text': 'SeVan', 'indices': [18, 24]}, {'text': 'ElCambioFueUnaTrampa', 'indices': [26, 47]}]",es,,,,False,kikoschewerer,"Padre de tres niños a cuales amo, negociante, me gusta el campo, amo los animales menos a los PrmLambeBots.",762,638,6521,False,2010-08-05 01:07:36,,https://twitter.com/kikoschewerer/status/1515659599399034884,https://twitter.com/user/status/None,2010,False
#SeVan de Barahona vacacionistas https://t.co/s8L7LdwYEs,2022-04-17 11:38:31,1515655943207456772,1,0,"[{'text': 'SeVan', 'indices': [0, 6]}]",es,,,,False,lalupadelsur_,"Comprometida con la promoción de los valores sociales y culturales del la Región Sur mediante la difusión de contenidos de calidad. 
Voz de quienes no tienen.",1720,2076,11828,False,2018-07-10 18:43:14,"Barahona, Dominican Republic",https://twitter.com/lalupadelsur_/status/1515655943207456772,https://twitter.com/user/status/None,2018,False
@3006Mauro #SeVan,2022-04-17 11:26:05,1515652815422693376,0,0,"[{'text': 'SeVan', 'indices': [11, 17]}]",und,1.5154671239083581e+18,1360106652.0,3006Mauro,False,GabySanchezRD,Marketing Digital & Promotions Business! | Elite Social Media & CO. | #Marketing #DominicanRepublic,3540,1779,16951,False,2009-06-28 18:16:56,Dominican Republic ,https://twitter.com/GabySanchezRD/status/1515652815422693376,https://twitter.com/user/status/1515467123908358145,2009,False
"@GrecoHerasme @RichardIPerez Jajajaaj sueña , que desespero greca #SeVan #NoSabenGobernar",2022-04-17 08:15:10,1515604771620757505,0,0,"[{'text': 'SeVan', 'indices': [66, 72]}, {'text': 'NoSabenGobernar', 'indices': [73, 89]}]",es,1.5154115129780265e+18,157174888.0,GrecoHerasme,False,areyes1978,"joven de la ciudad de santiago de los 30 caballeros, comprometido con el bienestar del pais y la sociedad. Leonelista 1000 x 1000",2764,788,121474,False,2011-03-18 17:53:06,Dominican Republic,https://twitter.com/areyes1978/status/1515604771620757505,https://twitter.com/user/status/1515411512978026506,2011,False
@luisabinader #SeVan https://t.co/R8UPeiiL4X,2022-04-17 05:54:58,1515569486694436867,0,0,"[{'text': 'SeVan', 'indices': [14, 20]}]",und,,53387327.0,luisabinader,True,Carelis1024,Actress,420,323,22,False,2016-01-22 07:10:40,"Hawaii, USA",https://twitter.com/Carelis1024/status/1515569486694436867,https://twitter.com/user/status/None,2016,False
#SeVan #NoSabenGobernar https://t.co/y4RahBYvV1,2022-04-17 05:28:44,1515562884897587204,0,1,"[{'text': 'SeVan', 'indices': [0, 6]}, {'text': 'NoSabenGobernar', 'indices': [7, 23]}]",und,,,,False,areyes1978,"joven de la ciudad de santiago de los 30 caballeros, comprometido con el bienestar del pais y la sociedad. Leonelista 1000 x 1000",2764,788,121474,False,2011-03-18 17:53:06,Dominican Republic,https://twitter.com/areyes1978/status/1515562884897587204,https://twitter.com/user/status/None,2011,False
"@Martin_M_Guzman Se viene el estallido
Se viene el estallido
De mi guitarra
De tu gobirno tambien...
Y si te viene alguna duda
Veni agarrala q esta dura
Si esto no es una dictadura
¿Que es, que es.? #MendoExit #ELECCIONESYA #SeVan https://t.co/n92RjgIquq",2022-04-17 05:17:00,1515559931444817925,0,0,"[{'text': 'MendoExit', 'indices': [199, 209]}, {'text': 'ELECCIONESYA', 'indices': [210, 223]}, {'text': 'SeVan', 'indices': [224, 230]}]",es,1.515530010794283e+18,3399074854.0,Martin_M_Guzman,False,Mendoza44Juan,"Soy responsable de lo que digo, no de lo que entiendas.",2309,3744,19886,False,2014-06-16 21:46:48,,https://twitter.com/Mendoza44Juan/status/1515559931444817925,https://twitter.com/user/status/1515530010794283016,2014,False
"@CeciliaLastreto @yolanda_miner Se viene el estallido
Se viene el estallido
De mi guitarra
De tu gobirno tambien...
Y si te viene alguna duda
Veni agarrala q esta dura
Si esto no es una dictadura
¿Que es, que es.?#MendoExit #SeVan #ELECCIONESYA https://t.co/CtUevoFh2C",2022-04-17 04:56:53,1515554872631853057,0,0,"[{'text': 'MendoExit', 'indices': [213, 223]}, {'text': 'SeVan', 'indices': [224, 230]}, {'text': 'ELECCIONESYA', 'indices': [231, 244]}]",es,1.5151300168450908e+18,3120302769.0,CeciliaLastreto,False,Mendoza44Juan,"Soy responsable de lo que digo, no de lo que entiendas.",2309,3744,19886,False,2014-06-16 21:46:48,,https://twitter.com/Mendoza44Juan/status/1515554872631853057,https://twitter.com/user/status/1515130016845090818,2014,False
